/rn,a,b/nx0/ls1
/r,qa,qb
246 -0.49 0.49 0 OUTPUT_AMPLITUDE_3D 0 0 0 0 0 Wavelength=1
10 0.1 0.19
 2.205230798 1.801200283 1.32618877 0.8041480057 0.2823890926 0.3511201263 0.8490360497 1.30620084 1.685050323 1.964874005
 2.201985265 1.798550899 1.324034226 0.802402819 0.2810454302 0.3518576201 0.8496968024 1.306639236 1.685238229 1.964748787
 2.192303265 1.790647393 1.317606883 0.7971963142 0.2770382302 0.3540667861 0.8516696491 1.307950288 1.685807974 1.964400515
 2.17633534 1.777612896 1.307006627 0.7886079421 0.2704319642 0.3577392732 0.8549290697 1.310122446 1.68677439 1.963899248
 2.154329973 1.759650642 1.292398356 0.7767689351 0.2613336393 0.3628580022 0.8594323224 1.313135182 1.688157819 1.963349115
 2.126630012 1.73704105 1.274009658 0.761860561 0.2498922198 0.3693930202 0.8651192247 1.316957363 1.689978369 1.962871724
 2.09366773 1.71013768 1.252127594 0.7441117022 0.2362979903 0.377296735 0.8719119846 1.321545397 1.69224922 1.962586863
 2.055958558 1.679362108 1.227094609 0.7237957849 0.2207821079 0.3864993274 0.8797152105 1.326841536 1.694970036 1.962593475
 2.01409357 1.645197765 1.199303624 0.7012270909 0.2036168004 0.396905084 0.8884162348 1.332772681 1.698121537 1.962953764
 1.968730773 1.608182809 1.169192337 0.6767564905 0.1851170596 0.4083902158 0.8978858869 1.339250015 1.701662109 1.963682708
 1.920585303 1.568902081 1.137236791 0.6507666408 0.1656454231 0.420802477 0.9079798229 1.346169699 1.705527045 1.964744464
 1.870418594 1.527978224 1.103944248 0.6236666913 0.1456229099 0.4339626355 0.9185404776 1.35341472 1.709630664 1.966056188
 1.819026624 1.486062027 1.069845424 0.5958865312 0.1255521097 0.4476676168 0.9293996391 1.36085785 1.713871128 1.967498818
 1.767227321 1.443822075 1.035486122 0.5678705944 0.1060639966 0.4616949865 0.9403815798 1.368365518 1.71813741 1.968933378
 1.715847245 1.401933804 1.001418323 0.5400712087 0.08800809423 0.4758083584 0.951306604 1.375802252 1.72231754 1.970220518
 1.66570768 1.361068055 0.9681907934 0.5129414379 0.07260069692 0.489763301 0.9619948219 1.383035276 1.726307009 1.971240422
 1.617610315 1.321879291 0.9363393044 0.4869273273 0.06153634236 0.5033133589 0.9722699266 1.389938795 1.730016188 1.971909994
 1.572322759 1.284993695 0.9063766074 0.4624594491 0.0565671408 0.5162158741 0.9819627543 1.396397543 1.733375702 1.972194554
 1.530564239 1.250997416 0.8787824026 0.4399436892 0.05806333793 0.5282373755 0.9909144382 1.402309276 1.736339027 1.972112105
 1.492991936 1.220425373 0.8539936361 0.4197513628 0.06424625553 0.5391583908 0.9989790303 1.407586035 1.738881995 1.971729425
 1.460188516 1.193751085 0.832395587 0.4022090451 0.07261447206 0.5487776106 1.006025537 1.412154208 1.740999375 1.971150628
 1.432651493 1.171378041 0.8143142943 0.3875889257 0.08126128804 0.5569153991 1.011939397 1.415953581 1.742699174 1.970500057
 1.410785044 1.153633135 0.8000108949 0.3761009463 0.0890020338 0.5634166949 1.0166235 1.418935727 1.743995633 1.969902263
 1.394894753 1.140762557 0.789678337 0.367888208 0.09512286632 0.5681533749 1.019998885 1.421062165 1.744902098 1.969462174
 1.385185505 1.132930291 0.7834406933 0.3630268773 0.09918390106 0.5710261677 1.022005286 1.422302738 1.745424939 1.969248442
 1.381762409 1.130219099 0.7813549415 0.3615309315 0.1009109397 0.5719661991 1.022601665 1.422634613 1.745559515 1.969282368
 1.384634228 1.132633543 0.7834147006 0.36336079 0.1001398084 0.5709362312 1.021766846 1.422042171 1.745288857 1.969534018
 1.39371854 1.140104368 0.7895551296 0.3684337253 0.09678733065 0.5679316321 1.019500282 1.420517891 1.744585352 1.969926107
 1.40884772 1.15249349 0.7996580957 0.3766335067 0.0908354401 0.5629810744 1.015822918 1.418064159 1.743415218 1.970345235
 1.429774938 1.169598923 0.8135568532 0.3878172383 0.08232182813 0.5561469321 1.010778043 1.414695733 1.741745146 1.970658975
 1.45617964 1.191159204 0.831039775 0.4018185186 0.07133389241 0.5475253138 1.004431964 1.410442453 1.739550102 1.970736436
 1.487672302 1.216857173 0.851853057 0.4184473097 0.05800450742 0.5372456544 0.996874291 1.405351707 1.736821063 1.970469224
 1.523798613 1.246323243 0.8757026432 0.4374877601 0.04250966788 0.5254697782 0.9882176365 1.399490155 1.733571414 1.969789525
 1.564043456 1.279138493 0.9022558265 0.4586954948 0.02507434969 0.5123903544 0.9785965611 1.392944279 1.729840887 1.968682304
 1.607835156 1.314837983 0.9311430359 0.481795658 0.006173522976 0.4982286739 0.968165663 1.385819493 1.725696295 1.967189514
 1.654550449 1.352914674 0.9619602541 0.5064825186 0.01502024526 0.4832316977 0.9570967987 1.378237736 1.721228795 1.9654055
 1.703520507 1.39282424 0.9942723652 0.5324209489 0.03673947805 0.4676683346 0.9455755207 1.370333702 1.716547986 1.963464271
 1.754038179 1.433990904 1.027617567 0.5592497016 0.05937703831 0.4518249155 0.9337969024 1.362250055 1.711773622 1.961520641
 1.805366489 1.475814328 1.061512833 0.5865861805 0.08255400179 0.435999821 0.9219609924 1.354132121 1.707026107 1.959728237
 1.856748245 1.517677443 1.095460294 0.6140323109 0.1059301097 0.420497212 0.9102681695 1.346122627 1.702417117 1.958217709
 1.907416583 1.558955052 1.128954347 0.6411811127 0.1291685626 0.4056198112 0.8989146698 1.338357024 1.698041625 1.957078378
 1.956606149 1.599022987 1.161489259 0.6676236304 0.1519370105 0.391660722 0.8880885141 1.330959837 1.693972398 1.956345911
 2.003564654 1.637267561 1.192567026 0.6929559395 0.1739117812 0.3788943841 0.877966 1.32404232 1.69025765 1.955997783
 2.047564504 1.673095104 1.221705279 0.7167860125 0.1947825455 0.367566981 0.8687088384 1.31770149 1.686922071 1.955957195
 2.087914242 1.705941334 1.248445037 0.7387402857 0.2142568758 0.3578869312 0.8604619354 1.312020422 1.683970986 1.956105069
 2.123969547 1.73528038 1.272358123 0.7584698071 0.2320645349 0.3500164449 0.8533517559 1.307069506 1.681396923 1.956298602
 2.155143593 1.760633267 1.29305413 0.7756558831 0.2479614339 0.3440653866 0.8474851613 1.302908238 1.679187526 1.956393852
 2.18091657 1.781575723 1.310186786 0.7900151625 0.2617332393 0.3400886621 0.8429486063 1.299587085 1.677333528 1.956269054
 2.200844211 1.797745176 1.32345965 0.801304111 0.2731986274 0.3380879339 0.8398075904 1.297148945 1.675835455 1.955845005
 2.214565216 1.808846835 1.332631046 0.8093228443 0.2822121928 0.3380176965 0.8381062951 1.295629861 1.674707918 1.955099133
 2.221807455 1.814658785 1.337518189 0.8139182928 0.2886670184 0.339794821 0.8378673726 1.295058772 1.673980717 1.954070768
 2.222392888 1.815036029 1.338000445 0.8149866737 0.2924969137 0.3433099463 0.8390918894 1.295456264 1.673696508 1.952856559
 2.216241149 1.809913442 1.334021714 0.8124752573 0.2936783218 0.3484387961 0.8417594437 1.296832503 1.673905321 1.95159666
 2.203371781 1.799307612 1.32559192 0.8063834119 0.2922318997 0.3550517095 0.8458284822 1.299184618 1.674656752 1.95045384
 2.183905112 1.783317583 1.312787595 0.7967629268 0.2882237824 0.3630202469 0.8512368385 1.302493973 1.675990996 1.949588783
 2.158061806 1.762124511 1.295751602 0.7837176189 0.2817665637 0.3722204472 0.8579025034 1.306723738 1.677930064 1.949135324
 2.126161138 1.735990269 1.274692009 0.7674022484 0.2730200671 0.3825329661 0.8657246392 1.311817196 1.680470507 1.949179227
 2.088618059 1.705255074 1.24988018 0.748020787 0.2621920347 0.3938407815 0.8745848501 1.317697097 1.683578731 1.949743511
 2.045939141 1.670334183 1.221648146 0.725824111 0.2495389465 0.4060254039 0.8843487362 1.324266309 1.687189675 1.9507824
 1.998717494 1.63171375 1.190385327 0.7011072178 0.2353672697 0.4189625668 0.8948677636 1.331409838 1.691209208 1.952184943
 1.947626745 1.589945911 1.156534704 0.6742061015 0.2200355135 0.4325182688 0.9059814776 1.338998167 1.695520106 1.953788171
 1.893414165 1.545643154 1.120588496 0.6454944529 0.203957436 0.4465458214 0.9175200631 1.346891677 1.699991013 1.955398416
 1.836892954 1.499471993 1.08308341 0.6153803767 0.187606415 0.4608843001 0.9293072113 1.354945801 1.704487334 1.956818176
 1.778933669 1.452145919 1.044595456 0.5843033346 0.1715198864 0.4753585269 0.941163196 1.363016407 1.708882658 1.957874781
 1.720454648 1.404417498 1.00573425 0.5527315048 0.1562999968 0.4897804889 0.9529080129 1.370964863 1.713069129 1.958446507
